"Message",Low,"Compilación iniciada."
"Message",Low,"Proyecto ""Unnamed_1"" (destinos predeterminados):"
"Message",Low,"Compilando con la versión de herramientas ""4.0""."
"Message",Low,"Destino ""PrintILCStartMessage"" en el archivo ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" del proyecto ""C:\Users\DynamicsAdmin\Source\Repos\Digitalizacion\Digitalizacion\Digitalizacion\Unnamed_1"" (el destino ""Build"" depende de él):"
"Message",Low,"Usando la tarea ""IlcMessageTask"" del ensamblado ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\ilc.exe""."
"Message",Low,"Tarea ""IlcMessageTask"""
"Message",High,"Starting .NET Native compilation"
"Message",Low,"Ejecución de la tarea ""IlcMessageTask"" terminada."
"Message",Low,"Compilación terminada del destino ""PrintILCStartMessage"" en el proyecto ""Unnamed_1""."
"Message",Low,"Destino ""LogAppContextSwitches"" en el archivo ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" del proyecto ""C:\Users\DynamicsAdmin\Source\Repos\Digitalizacion\Digitalizacion\Digitalizacion\Unnamed_1"" (el destino ""SetMainTargetPaths"" depende de él):"
"Message",Low,"Usando la tarea ""Message"" del ensamblado ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tarea ""Message"""
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Ejecución de la tarea ""Message"" terminada."
"Message",Low,"Compilación terminada del destino ""LogAppContextSwitches"" en el proyecto ""Unnamed_1""."
"Message",Low,"Destino ""SetMainTargetPaths"" en el archivo ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" del proyecto ""C:\Users\DynamicsAdmin\Source\Repos\Digitalizacion\Digitalizacion\Digitalizacion\Unnamed_1"" (el destino ""CopyNativeExecutablesToOutput"" depende de él):"
"Message",Low,"Compilación terminada del destino ""SetMainTargetPaths"" en el proyecto ""Unnamed_1""."
